article_no,selling_price,inventory_quantity,inventory_value,4_weeks_sales,MOI,country
10887,12.99,7,90.93,0,99998,AU
10917,59.99,1,59.99,1,3,AU
11033,29.99,17,509.83,6,2.83,AU
10960,29.99,16,479.84,2,8,AU
11252,49.99,13,649.87,0,99998,AU
11005,59.99,13,779.87,0,99998,AU
11417,69.99,0,0,0,0,AU
11048,59.99,3,179.97,1,3,AU
11341,79.99,0,0,1,0,AU
10532,59.99,5,299.95,3,1.67,AU
10844,24.99,11,274.89,15,0.73,AU
11168,24.99,40,999.6,32,1.25,AU
10914,27.99,19,531.81,1,19,AU
11167,29.99,233,6987.67,77,3.03,AU
11411,34.99,10,349.9,4,2.5,AU
11091,19.99,19,379.81,1,19,AU
11251,17.99,32,575.68,8,4,AU
11284,29.99,21,629.79,5,4.2,AU
11402,19.99,61,1219.39,7,8.71,AU
18010,14.99,13,194.87,1,13,AU
11516,24.99,24,599.76,6,4,AU
11517,29.99,68,2039.32,27,2.52,AU
11521,24.99,0,0,8,0.5,AU
11522,29.99,116,3478.84,20,5.85,AU
11534,27.99,0,0,6,0,AU
11533,34.99,7,244.93,2,3.5,AU
11562,29.99,27,809.73,1,27,AU
11567,39.99,5,199.95,3,1.67,AU
11568,44.99,13,584.87,6,2.33,AU
10840,39.99,15,599.85,0,99998,AU
10793,34.99,2,69.98,0,99998,AU
11525,79.99,32,2559.68,6,5.33,AU
11528,74.99,4,299.96,1,4,AU
11267,34.99,15,524.85,7,2.57,AU
11261,34.99,6,209.94,3,2,AU
11566,34.99,57,1994.43,36,1.61,AU
11572,39.99,21,839.79,11,1.91,AU
11605,39.99,9,359.91,7,1.43,AU
11635,29.99,9,269.91,6,1.5,AU
11538,19.99,15,299.85,0,99998,AU
11626,39.99,0,0,0,0,AU
11019,49.99,4,199.96,0,99998,AU
11354,99.99,5,499.95,3,1.67,AU
11615,99.99,7,699.93,1,7,AU
11648,69.99,13,909.87,2,6.5,AU
11633,94.99,0,0,0,0,AU
11444,16.99,10,169.9,3,3.33,AU
11574,21.99,14,307.86,4,3.5,AU
11663,69.99,6,419.94,0,99998,AU
11670,29.99,8,239.92,3,2.67,AU
11665,32.99,17,560.83,3,5.67,AU
11673,59.99,59,3539.41,29,2.07,AU
11447,44.99,10,449.9,11,0.91,AU
11449,49.99,6,299.94,2,3,AU
11573,54.99,6,329.94,0,99998,AU
11002,59.99,9,539.91,0,99998,AU
11486,29.99,16,479.84,2,8,AU
11578,149.99,2,299.98,1,2,AU
11607,39.99,23,919.77,6,3.83,AU
11694,49.99,0,0,0,0,AU
11634,44.99,9,404.91,3,3,AU
18025,14.99,3,44.97,0,99998,AU
18038,14.99,1,14.99,0,99998,AU
18026,14.99,6,89.94,1,6,AU
18037,14.99,6,89.94,0,99998,AU
18040,14.99,0,0,0,0,AU
18033,39.99,6,239.94,0,99998,AU
19998,9.99,23,229.77,13,1.77,AU
11696,29.99,0,0,1,1,AU
11703,14.99,3,44.97,4,0.75,AU
11687,14.99,11,164.89,0,99998,AU
11387,14.99,5,74.95,2,2.5,AU
10442,14.99,10,149.9,5,2,AU
11350,109.99,7,769.93,1,7,AU
11680,59.99,23,1379.77,7,3.29,AU
11684,49.99,16,799.84,7,2.43,AU
11724,39.99,10,399.9,1,10,AU
11776,29.99,3,89.97,0,99998,AU
10905,59.99,0,0,0,0,AU
11369,49.99,0,0,0,0,AU
11729,49.99,6,299.94,3,2,AU
10789,34.99,5,174.95,0,99998,AU
11582,34.99,4,139.96,6,0.67,AU
11700,89.99,6,539.94,0,99998,AU
11764,7.99,10,79.9,1,10,AU
11689,59.99,15,899.85,7,2.43,AU
11832,14.99,14,209.86,0,99998,AU
11831,14.99,5,74.95,0,99998,AU
11829,29.99,6,179.94,1,6,AU
11660,79.99,47,3759.53,8,6.38,AU
10900,59.99,0,0,0,0,AU
11732,49.99,2,99.98,0,99998,AU
11052,14.99,0,0,0,0,AU
10891,11.99,0,0,0,0,AU
11804,89.99,0,0,2,0,AU
11798,74.99,3,224.97,1,3,AU
11543,89.99,3,269.97,0,99998,AU
11958,34.99,0,0,1,0,AU
11611,89.99,0,0,5,0.2,AU
11943,12.99,23,298.77,4,6.75,AU
11923,44.99,2,89.98,0,99998,AU
11924,49.99,12,599.88,1,12,AU
11904,49.99,10,499.9,3,3.33,AU
11797,8.99,9,80.91,2,4.5,AU
11705,19.99,2,39.98,2,1,AU
11937,29.99,15,449.85,9,1.67,AU
11909,59.99,5,299.95,18,0.28,AU
11953,69.99,16,1119.84,3,5.33,AU
11907,37.99,17,645.83,2,8.5,AU
11950,49.99,10,499.9,4,2.5,AU
11679,34.99,23,804.77,5,4.6,AU
11944,69.99,10,699.9,3,3.33,AU
11618,39.99,5,199.95,0,99998,AU
11902,59.99,10,599.9,0,99998,AU
18028,14.99,4,59.96,1,4,AU
11994,19.99,12,239.88,9,1.33,AU
11541,119.99,5,599.95,0,99998,AU
11903,29.99,11,329.89,0,99998,AU
12013,49.99,19,949.81,8,2.38,AU
12060,24.99,18,449.82,1,18,AU
11983,39.99,28,1119.72,6,4.67,AU
11577,199.99,2,399.98,0,99998,AU
11918,99.99,1,99.99,0,99998,AU
11917,99.99,1,99.99,0,99998,AU
11912,79.99,0,0,0,0,AU
11911,79.99,1,79.99,0,99998,AU
11914,79.99,1,79.99,0,99998,AU
11915,79.99,0,0,0,0,AU
11916,79.99,1,79.99,0,99998,AU
11913,79.99,1,79.99,0,99998,AU
11919,99.99,1,99.99,0,99998,AU
11922,99.99,0,0,0,0,AU
11920,99.99,1,99.99,0,99998,AU
11921,99.99,1,99.99,0,99998,AU
11529,14.99,18,269.82,2,9,AU
11765,7.99,9,71.91,0,99998,AU
12010,39.99,9,359.91,3,3,AU
11976,69.99,12,839.88,1,12,AU
11593,49.99,16,799.84,7,2.29,AU
11653,49.99,8,399.92,1,8,AU
11947,39.99,3,119.97,2,1.5,AU
11988,99.99,5,499.95,0,99998,AU
12105,49.99,5,249.95,3,1.67,AU
11834,59.99,0,0,0,0,AU
11707,49.99,5,249.95,0,99998,AU
12142,19.99,6,119.94,3,2,AU
12177,19.99,7,139.93,2,3.5,AU
12141,19.99,7,139.93,2,3.5,AU
12215,34.99,2,69.98,0,99998,AU
12227,79.99,2,159.98,0,99998,AU
12217,34.99,0,0,0,0,AU
10887,13.99,36,503.64,10,3.6,CA
10891,9.99,49,489.51,24,2.04,CA
11052,16.99,27,458.73,7,3.86,CA
11077,29.99,30,899.7,15,2,CA
11145,23.99,8,191.92,2,4,CA
11204,44.99,23,1034.77,11,2.36,CA
11280,44.99,27,1214.73,18,1.94,CA
10789,29.99,21,629.79,6,3.5,CA
10793,27.99,4,111.96,1,4,CA
10840,29.99,36,1079.64,16,2.25,CA
11033,27.99,44,1231.56,15,2.93,CA
10960,24.99,85,2124.15,49,1.73,CA
11252,39.99,42,1679.58,1,42,CA
11002,59.99,1,59.99,3,0.33,CA
11005,59.99,1,59.99,0,99998,CA
11417,59.99,0,0,0,0,CA
11048,59.99,8,479.92,0,99998,CA
11364,49.99,5,249.95,0,99998,CA
11369,29.99,7,209.93,5,1.4,CA
10900,49.99,16,799.84,4,4,CA
10905,39.99,2,79.98,0,99998,CA
11267,29.99,70,2099.3,53,1.32,CA
11261,29.99,1,29.99,3,0.33,CA
11387,11.99,74,887.26,25,2.96,CA
10844,16.99,72,1223.28,11,6.55,CA
10914,19.99,77,1539.23,41,1.88,CA
11411,29.99,34,1019.66,15,2.33,CA
11091,19.99,86,1719.14,13,6.62,CA
11251,15.99,91,1455.09,59,1.54,CA
11284,29.99,16,479.84,5,3.2,CA
19998,11.99,108,1294.92,66,1.65,CA
11402,14.99,284,4257.16,112,2.57,CA
10917,59.99,35,2099.65,22,1.59,CA
11445,69.99,0,0,0,0,CA
11486,24.99,54,1349.46,3,18,CA
10532,44.99,8,359.92,4,2,CA
11517,29.99,94,2819.06,48,1.98,CA
11516,21.99,69,1517.31,29,2.38,CA
11521,24.99,0,0,0,0,CA
11522,24.99,149,3723.51,156,1.02,CA
11525,69.99,82,5739.18,22,3.73,CA
11528,69.99,29,2029.71,9,3.78,CA
11341,79.99,7,559.93,3,2.33,CA
11506,34.99,10,349.9,1,10,CA
11562,29.99,30,899.7,25,1.24,CA
11534,19.99,0,0,0,0,CA
11567,34.99,77,2694.23,61,1.26,CA
11568,39.99,107,4278.93,39,2.77,CA
11168,21.99,99,2177.01,26,3.81,CA
11167,24.99,315,7871.85,103,3.31,CA
18033,29.99,3,89.97,1,3,CA
11566,34.99,333,11651.67,121,2.81,CA
11578,149.99,0,0,2,1.5,CA
11577,169.99,5,849.95,2,2.5,CA
11583,39.99,0,0,2,0,CA
11533,29.99,31,929.69,18,1.78,CA
11582,29.99,82,2459.18,40,2.05,CA
11593,34.99,20,699.8,3,6.67,CA
11572,34.99,66,2309.34,20,3.35,CA
11605,34.99,3,104.97,4,1,CA
11635,24.99,43,1074.57,26,1.65,CA
11626,34.99,37,1294.63,13,2.85,CA
11538,14.99,17,254.83,12,1.42,CA
11019,19.99,20,399.8,9,2.22,CA
11611,69.99,19,1329.81,1,19,CA
10442,14.99,69,1034.31,35,1.97,CA
11633,89.99,31,2789.69,66,0.65,CA
11354,89.99,55,4949.45,34,1.62,CA
11615,89.99,9,809.91,3,3,CA
11648,49.99,41,2049.59,11,3.73,CA
11444,14.99,17,254.83,0,99998,CA
11574,17.99,4,71.96,1,4,CA
11670,19.99,33,659.67,24,1.46,CA
11663,59.99,11,659.89,0,99998,CA
11447,44.99,43,1934.57,23,1.87,CA
11665,29.99,102,3058.98,51,2,CA
11673,59.99,28,1679.72,10,2.8,CA
11668,24.99,16,399.84,17,0.94,CA
11508,19.99,8,159.92,6,1.33,CA
11573,39.99,9,359.91,2,4.5,CA
11607,34.99,43,1504.57,30,2.1,CA
11634,38.99,0,0,21,0,CA
11529,12.99,144,1870.56,41,3.51,CA
11541,59.99,21,1259.79,2,13,CA
11543,49.99,13,649.87,8,1.75,CA
11694,37.99,10,379.9,3,3.33,CA
11689,49.99,28,1399.72,41,0.68,CA
11687,11.99,6,71.94,1,6,CA
11696,24.99,23,574.77,3,7.67,CA
11703,11.99,24,287.76,40,0.6,CA
11350,79.99,11,879.89,6,1.83,CA
11680,44.99,66,2969.34,35,1.89,CA
11684,39.99,50,1999.5,20,2.5,CA
11724,17.99,11,197.89,1,11,CA
11814,29.99,23,689.77,8,2.88,CA
11813,49.99,15,749.85,4,3.75,CA
11726,29.99,35,1049.65,10,3.5,CA
11798,49.99,43,2149.57,1,43,CA
11810,49.99,6,299.94,0,99998,CA
11804,59.99,24,1439.76,11,2.18,CA
11811,59.99,12,719.88,7,1.71,CA
11738,29.99,36,1079.64,17,2.18,CA
11776,24.99,18,449.82,5,3.6,CA
11705,19.99,9,179.91,6,1.5,CA
11700,69.99,9,629.91,0,99998,CA
11832,12.99,40,519.6,3,13.33,CA
11831,12.99,26,337.74,9,2.89,CA
11898,27.99,0,0,0,0,CA
11899,29.99,5,149.95,6,0.83,CA
11927,49.99,0,0,7,0.14,CA
11930,39.99,4,159.96,2,2,CA
11934,29.99,0,0,0,0,CA
11938,44.99,6,269.94,2,7,CA
11449,49.99,42,2099.58,21,2,CA
11660,69.99,21,1469.79,17,1.35,CA
11829,24.99,7,174.93,7,1,CA
11766,17.99,17,305.83,1,17,CA
11839,29.99,0,0,1,0,CA
11958,29.99,36,1079.64,4,9,CA
11993,54.99,12,659.88,0,99998,CA
11924,44.99,0,0,3,0,CA
11923,44.99,10,449.9,1,10,CA
11904,44.99,19,854.81,6,3.17,CA
11909,59.99,17,1019.83,10,1.7,CA
11953,59.99,28,1679.72,10,2.8,CA
11764,6.99,8,55.92,0,99998,CA
11765,6.99,14,97.86,0,99998,CA
11796,6.99,12,83.88,2,6,CA
11797,7.99,13,103.87,0,99998,CA
11908,9.99,6,59.94,1,6,CA
11925,9.99,5,49.95,0,99998,CA
11902,44.99,8,359.92,4,2,CA
11907,24.99,0,0,3,0,CA
11937,34.99,32,1119.68,27,1.26,CA
12047,44.99,13,584.87,5,2.6,CA
11669,64.99,44,2859.56,13,3.38,CA
11994,17.99,244,4389.56,78,3.14,CA
11935,69.99,4,279.96,0,99998,CA
11983,39.99,35,1399.65,16,2.19,CA
11950,44.99,35,1574.65,12,3,CA
11618,39.99,24,959.76,7,3.43,CA
11679,29.99,36,1079.64,7,5.14,CA
11944,39.99,20,799.8,21,0.95,CA
12058,24.99,5,124.95,2,2.5,CA
11967,79.99,25,1999.75,13,1.92,CA
11913,59.99,7,419.93,0,99998,CA
11911,59.99,5,299.95,1,5,CA
11912,59.99,8,479.92,0,99998,CA
11914,69.99,8,559.92,0,99998,CA
11915,69.99,7,489.93,0,99998,CA
11916,69.99,7,489.93,0,99998,CA
11729,29.99,43,1289.57,19,2.26,CA
11043,24.99,9,224.91,0,99998,CA
11947,29.99,18,539.82,8,2.38,CA
11653,39.99,60,2399.4,27,2.22,CA
12060,19.99,0,0,0,0,CA
12010,39.99,60,2399.4,38,1.61,CA
11917,69.99,9,629.91,0,99998,CA
11918,69.99,6,419.94,0,99998,CA
11919,69.99,1,69.99,2,0.5,CA
11920,79.99,12,959.88,0,99998,CA
11921,79.99,6,479.94,0,99998,CA
11922,79.99,4,319.96,0,99998,CA
12013,39.99,75,2999.25,35,2.14,CA
11903,14.99,0,0,18,0,CA
12091,34.99,9,314.91,2,4.5,CA
12092,49.99,10,499.9,2,5,CA
12093,79.99,7,559.93,3,2.33,CA
12094,69.99,11,769.89,2,5.5,CA
12095,44.99,14,629.86,1,14,CA
12096,27.99,16,447.84,3,5.33,CA
12090,39.99,2,79.98,0,99998,CA
11988,59.99,0,0,1,0,CA
11987,54.99,16,879.84,1,16,CA
11989,54.99,22,1209.78,2,11,CA
12149,39.99,9,359.91,1,9,CA
12156,39.99,10,399.9,0,99998,CA
11976,49.99,30,1499.7,6,5,CA
11707,39.99,7,279.93,1,7,CA
11834,69.99,11,769.89,1,11,CA
12105,49.99,19,949.81,3,6.33,CA
12174,79.99,6,479.94,0,99998,CA
12128,6.99,10,69.9,0,99998,CA
12129,7.99,10,79.9,0,99998,CA
12177,16.99,28,475.72,6,4.67,CA
12141,16.99,22,373.78,9,2.44,CA
12142,16.99,22,373.78,12,1.83,CA
10716,6.99,9,62.91,1,9,CA
12140,8.99,10,89.9,0,99998,CA
12166,29.99,10,299.9,0,99998,CA
11816,69.99,11,769.89,0,99998,CA
12139,7.99,10,79.9,0,99998,CA
11304,119.99,36,4319.64,0,99998,CA
11305,119.99,34,4079.66,1,34,CA
11303,119.99,19,2279.81,0,99998,CA
11298,99.99,5,499.95,0,99998,CA
11299,99.99,4,399.96,0,99998,CA
10103,99.99,0,0,0,0,CA
10887,8.99,53,476.47,15,3.53,DE
10891,5.99,111,664.89,23,4.83,DE
10786,19.99,58,1159.42,26,2.23,DE
10790,19.99,39,779.61,35,1.11,DE
10761,24.99,71,1774.29,28,2.54,DE
10958,17.99,164,2950.36,95,1.75,DE
10840,26.99,32,863.68,4,8,DE
11394,19.99,160,3198.4,57,2.82,DE
11033,24.99,21,524.79,14,1.5,DE
10960,19.99,2,39.98,20,0.1,DE
11252,39.99,36,1439.64,9,4,DE
10999,39.99,26,1039.74,7,3.71,DE
11003,49.99,17,849.83,1,17,DE
11005,49.99,9,449.91,16,0.56,DE
11340,59.99,0,0,11,0,DE
11363,34.99,93,3254.07,50,1.86,DE
10965,19.99,15,299.85,3,5,DE
10901,34.99,14,489.86,7,2,DE
11262,21.99,257,5651.43,109,2.45,DE
11181,19.99,104,2078.96,47,2.21,DE
11387,8.99,106,952.94,47,2.28,DE
10844,14.99,70,1049.3,9,7.78,DE
11168,16.99,287,4876.13,133,2.4,DE
10914,14.99,131,1963.69,33,3.97,DE
11167,19.99,489,9775.11,254,2.05,DE
11411,17.99,44,791.56,25,1.8,DE
11091,14.99,100,1499,33,3.03,DE
11251,9.99,63,629.37,30,2.13,DE
11284,19.99,67,1339.33,23,2.91,DE
19998,6.99,119,831.81,88,1.26,DE
11402,9.99,304,3036.96,126,2.56,DE
11420,49.99,7,349.93,3,2.33,DE
11415,59.99,19,1139.81,8,2.38,DE
18010,9.99,8,79.92,7,1.14,DE
11517,24.99,161,4023.39,26,6.19,DE
11516,16.99,89,1512.11,34,2.62,DE
11484,17.99,124,2230.76,20,6.2,DE
11521,17.99,11,197.89,67,0.16,DE
11522,24.99,510,12744.9,246,2.2,DE
11526,34.99,102,3568.98,52,1.96,DE
11523,44.99,176,7918.24,179,1.1,DE
11503,29.99,26,779.74,17,1.53,DE
11534,17.99,49,881.51,16,3.06,DE
11533,19.99,47,939.53,23,2.04,DE
11562,19.99,45,899.55,25,1.8,DE
11567,29.99,105,3148.95,56,1.88,DE
11568,27.99,39,1091.61,29,1.38,DE
18028,9.99,13,129.87,6,2.17,DE
11351,29.99,101,3028.99,45,2.24,DE
18033,29.99,9,269.91,3,3,DE
11381,39.99,16,639.84,24,0.67,DE
11341,59.99,6,359.94,4,1.5,DE
11582,21.99,29,637.71,15,1.93,DE
11593,24.99,60,1499.4,21,2.86,DE
11572,27.99,115,3218.85,36,3.19,DE
11417,59.99,3,179.97,0,99998,DE
11577,149.99,4,599.96,0,99998,DE
11578,119.99,4,479.96,1,4,DE
11052,9.99,37,369.63,4,9.25,DE
11525,39.99,28,1119.72,12,2.33,DE
10789,19.99,22,439.78,1,22,DE
10917,59.99,18,1079.82,2,9,DE
11048,49.99,7,349.93,2,3.5,DE
11364,39.99,29,1159.71,0,99998,DE
11019,19.99,26,519.74,2,13,DE
11471,24.99,268,6697.32,280,0.96,DE
11606,29.99,41,1229.59,69,0.59,DE
11604,24.99,3,74.97,15,0.2,DE
11624,29.99,12,359.88,16,0.75,DE
11635,16.99,130,2208.7,28,4.68,DE
11353,64.99,123,7993.77,41,3,DE
11610,59.99,132,7918.68,33,4,DE
11612,74.99,275,20622.25,185,1.58,DE
11538,12.99,39,506.61,9,4.33,DE
11647,39.99,0,0,16,0,DE
11649,44.99,205,9222.95,107,2.09,DE
10442,11.99,83,995.17,41,2.02,DE
11626,29.99,17,509.83,4,4.25,DE
18026,9.99,7,69.93,3,2.33,DE
11620,49.99,40,1999.6,22,1.82,DE
11419,19.99,52,1039.48,28,1.86,DE
11671,14.99,88,1319.12,36,3,DE
18025,9.99,8,79.92,7,1.14,DE
11444,9.99,43,429.57,5,8.6,DE
11574,9.99,71,709.29,25,2.84,DE
11611,49.99,17,849.83,6,2.83,DE
11077,17.99,220,3957.8,27,8.52,DE
11354,69.99,8,559.92,4,2,DE
11456,34.99,38,1329.62,27,1.41,DE
11666,19.99,209,4177.91,163,1.28,DE
11449,34.99,4,139.96,5,0.8,DE
11447,34.99,117,4093.83,67,1.75,DE
11673,39.99,24,959.76,7,3.43,DE
11529,6.79,186,1262.94,97,2.07,DE
11573,34.99,24,839.76,3,8,DE
11489,54.99,6,329.94,0,99998,DE
11569,24.99,18,449.82,32,0.56,DE
11608,27.99,169,4730.31,88,2.06,DE
11634,29.99,0,0,0,0,DE
11713,34.99,145,5073.55,70,2.07,DE
11541,29.99,7,209.93,4,1.75,DE
11543,39.99,26,1039.74,13,2,DE
11145,14.99,41,614.59,19,2.16,DE
11367,24.99,11,274.89,3,3.67,DE
18040,9.99,6,59.94,0,99998,DE
18038,9.99,6,59.94,0,99998,DE
18037,9.99,0,0,3,0,DE
10793,19.99,0,0,0,0,DE
11528,34.99,11,384.89,3,3.67,DE
11615,69.99,7,489.93,1,7,DE
11665,19.99,31,619.69,1,31,DE
10532,39.99,10,399.9,4,2.5,DE
11689,34.99,12,419.88,7,1.71,DE
11648,44.99,17,764.83,0,99998,DE
11633,79.99,5,399.95,1,5,DE
11486,17.99,21,377.79,6,3.5,DE
11267,24.99,12,299.88,2,6,DE
11261,24.99,0,0,0,0,DE
11607,29.99,15,449.85,3,5,DE
11690,29.99,77,2309.23,41,1.88,DE
11687,8.99,35,314.65,0,99998,DE
11507,19.99,0,0,16,0,DE
11699,17.99,85,1529.15,19,4.47,DE
11703,9.99,222,2217.78,125,1.93,DE
11681,39.99,0,0,4,0,DE
11685,34.99,143,5003.57,105,1.32,DE
11724,14.99,37,554.63,5,7.4,DE
11349,49.99,1,49.99,29,0.03,DE
11725,19.99,56,1119.44,20,2.8,DE
11728,24.99,65,1624.35,16,4.06,DE
11729,19.99,6,119.94,1,6,DE
11605,29.99,9,269.91,1,9,DE
11041,24.99,12,299.88,0,99998,DE
11277,34.99,12,419.88,0,99998,DE
11847,24.99,13,324.87,0,99998,DE
11737,24.99,133,3323.67,44,3.02,DE
18043,34.99,1,34.99,1,1,DE
18055,34.99,0,0,0,0,DE
18046,9.99,5,49.95,3,1.67,DE
18047,9.99,0,0,0,0,DE
18049,9.99,0,0,0,0,DE
11778,16.99,0,0,0,0,DE
11204,34.99,9,314.91,2,4.5,DE
11881,19.99,0,0,0,0,DE
11875,19.99,16,319.84,1,16,DE
11897,29.99,2,59.98,0,99998,DE
11886,29.99,5,149.95,0,99998,DE
10818,34.99,18,629.82,9,2,DE
11701,49.99,0,0,17,0,DE
11765,3.99,17,67.83,3,5.67,DE
11790,14.99,61,914.39,36,1.69,DE
11705,16.99,43,730.57,8,5.38,DE
11796,4.99,18,89.82,0,99998,DE
11797,4.99,17,84.83,3,5.67,DE
10896,34.99,9,314.91,3,3,DE
11672,16.99,159,2701.41,119,1.41,DE
11832,8.99,40,359.6,10,4,DE
11831,9.99,46,459.54,20,2.3,DE
11863,19.99,24,479.76,2,12,DE
11869,19.99,2,39.98,1,2,DE
11892,24.99,4,99.96,0,99998,DE
11726,19.99,9,179.91,1,9,DE
11738,19.99,6,119.94,1,6,DE
11663,49.99,8,399.92,2,4,DE
11684,34.99,43,1504.57,11,4,DE
11445,59.99,1,59.99,0,99998,DE
11280,34.99,10,349.9,0,99998,DE
11369,24.99,6,149.94,0,99998,DE
10900,34.99,11,384.89,1,11,DE
11506,29.99,17,509.83,0,99998,DE
11696,17.99,3,53.97,0,99998,DE
11002,49.99,2,99.98,4,0.5,DE
11776,17.99,20,359.8,3,6.67,DE
11694,24.99,12,299.88,0,99998,DE
11422,49.99,13,649.87,1,13,DE
11062,39.99,2,79.98,0,99998,DE
11350,49.99,0,0,2,0,DE
11791,19.99,3,59.97,0,99998,DE
11862,19.99,0,0,0,0,DE
11868,19.99,0,0,0,0,DE
11889,14.99,5,74.95,2,2.5,DE
11895,29.99,6,179.94,0,99998,DE
11890,29.99,10,299.9,1,10,DE
11873,9.99,10,99.9,0,99998,DE
11872,19.99,7,139.93,1,7,DE
11874,19.99,6,119.94,0,99998,DE
11700,49.99,8,399.92,3,2.67,DE
11878,19.99,10,199.9,2,5,DE
11879,14.99,18,269.82,0,99998,DE
11929,29.99,10,299.9,1,10,DE
11805,24.99,39,974.61,14,2.79,DE
11799,24.99,46,1149.54,9,5.11,DE
11829,22.99,9,206.91,10,0.9,DE
11810,34.99,4,139.96,1,4,DE
11811,49.99,7,349.93,1,7,DE
11804,39.99,7,279.93,0,99998,DE
11798,34.99,4,139.96,0,99998,DE
11766,19.99,12,239.88,3,4,DE
11860,19.99,12,239.88,1,12,DE
11861,9.99,5,49.95,1,5,DE
11866,19.99,10,199.9,0,99998,DE
11896,24.99,9,224.91,1,9,DE
11931,14.99,8,119.92,0,99998,DE
11761,39.99,5,199.95,3,1.67,DE
11762,34.99,6,209.94,0,99998,DE
11767,44.99,1,44.99,3,0.33,DE
11884,29.99,0,0,0,0,DE
11964,19.99,17,339.83,0,99998,DE
11965,29.99,4,119.96,0,99998,DE
11966,29.99,10,299.9,1,10,DE
11867,14.99,10,149.9,0,99998,DE
11660,59.99,11,659.89,3,3.67,DE
11680,34.99,24,839.76,10,2.4,DE
11841,24.99,49,1224.51,26,1.88,DE
11839,29.99,8,239.92,1,8,DE
11958,16.99,9,152.91,0,99998,DE
11923,29.99,31,929.69,13,2.38,DE
11924,29.99,38,1139.62,9,4.22,DE
11904,34.99,14,489.86,0,99998,DE
11837,12.99,68,883.32,22,3.09,DE
11943,7.99,32,255.68,18,1.78,DE
11996,29.99,8,239.92,2,4,DE
11997,19.99,0,0,0,0,DE
11760,29.99,7,209.93,3,2.33,DE
11909,39.99,7,279.93,7,1,DE
11953,39.99,15,599.85,4,3.75,DE
11925,9.99,0,0,0,0,DE
11908,9.99,23,229.77,0,99998,DE
11907,19.99,17,339.83,4,4.25,DE
11937,24.99,143,3573.57,132,1.11,DE
11928,29.99,11,329.89,0,99998,DE
11999,34.99,1,34.99,0,99998,DE
11998,29.99,1,29.99,3,0.33,DE
11202,34.99,28,979.72,1,28,DE
11670,17.99,13,233.87,1,13,DE
11993,49.99,13,649.87,0,99998,DE
11659,99.99,6,599.94,8,0.75,DE
11935,29.99,4,119.96,6,0.67,DE
11669,49.99,5,249.95,1,5,DE
11900,49.99,156,7798.44,82,2.1,DE
11946,29.99,96,2879.04,33,2.91,DE
11786,19.99,85,1699.15,16,5.31,DE
11994,12.99,239,3104.61,110,2.1,DE
11619,29.99,48,1439.52,14,3.43,DE
11944,29.99,22,659.78,12,1.83,DE
11618,34.99,21,734.79,0,99998,DE
11902,39.99,6,239.94,1,6,DE
11679,19.99,18,359.82,2,9,DE
11950,27.99,24,671.76,8,3,DE
11949,29.99,105,3148.95,28,3.75,DE
11947,29.99,19,569.81,0,99998,DE
11968,59.99,77,4619.23,25,3.08,DE
11960,24.99,111,2773.89,44,2.52,DE
11653,33.99,26,883.74,2,13,DE
12013,34.99,74,2589.26,42,1.76,DE
11983,29.99,77,2309.23,33,2.33,DE
10910,29.99,2,59.98,0,99998,DE
12060,17.99,45,809.55,8,5.63,DE
12063,29.99,19,569.81,0,99998,DE
12112,34.99,4,139.96,5,0.8,DE
11903,9.99,120,1198.8,49,2.45,DE
12126,19.99,8,159.92,2,4,DE
12125,9.99,12,119.88,3,4,DE
11988,89.99,5,449.95,0,99998,DE
11989,49.99,4,199.96,0,99998,DE
12136,29.99,7,209.93,0,99998,DE
12113,49.99,12,599.88,0,99998,DE
